userName,content,score,at,label,label_num
Benny Irwansyah,"['jaring', 'gak', 'lambat', 'suka', 'jaring', 'hilang', 'beli', 'kuota', 'jaring', 'kayak', 'kelas', 'mahal', 'mahal', 'loh', 'beli', 'kuota', 'jaring', 'lambat', 'lambat', 'harap', 'depan', 'jaring', 'nomor', 'kartu', 'tidak', 'daftar', 'beli', 'daftar', 'perintah', 'agak', 'kartu']",1,2024-01-26 13:42:51,negatif,0
Irhas Syafawi,"['ganggu', 'teross']",1,2024-01-26 13:42:41,negatif,0
YUSRIL. JUNIOR,['ganggu'],1,2024-01-26 13:42:21,negatif,0
M fahrul Putra,"['sinyal', 'nya', 'tidak']",1,2024-01-26 13:42:15,negatif,0
Latif Fernando,"['nomor', 'tidak', 'verifikasi', 'iya', 'isi', 'pulsaquota', 'nomor']",1,2024-01-26 13:42:06,negatif,0
Imam',"['ganggu', 'pea']",1,2024-01-26 13:42:03,negatif,0
Jay 23,"['kuota', 'gbga', 'kepakesinyal', 'burik']",1,2024-01-26 13:41:55,negatif,0
Yudistira Putra,"['sinyal', 'ganggu', 'tidak']",1,2024-01-26 13:41:41,negatif,0
Naila Firdausiyah,"['mulu', 'kaya', 'asa', 'doi']",1,2024-01-26 13:41:29,negatif,0
Nata Wanadri,['sinyal'],1,2024-01-26 13:41:26,negatif,0
Ananda Fachri (Mr.Nanda),"['kartu', 'error', 'edge', 'ngk', 'nyaman', 'pakai']",1,2024-01-26 13:41:26,negatif,0
Kurniawan_ project,"['aplikasi', 'tidak', 'bergunabisa', 'buka', 'pulsakuota']",1,2024-01-26 13:41:13,negatif,0
FADLI DM,"['jaring', 'indosat', 'jelek']",1,2024-01-26 13:41:09,negatif,0
Mochamad Firmansyah,"['provider', 'sampahh', 'sinyal', 'hilang', 'telepon', 'cs', 'tidak', 'angkatt', 'usseles', 'provider', 'sesal', 'prabayar']",1,2024-01-26 13:41:02,negatif,0
Muhammad Fawez Pangestu,"['jaring', 'jelek', 'banget', 'hilang', 'sinyal', 'jam', 'tugas', 'deadline', 'mohon', 'baik', 'sistem', 'awal', 'isi', 'pulsa', 'lancar', 'bagi', 'beli', 'kuota', 'gagal', 'mulu', 'bikin', 'darah', 'layan']",1,2024-01-26 13:40:59,negatif,0
Mukhammad Arfan,"['kadang', 'kadang', 'error', 'baik']",1,2024-01-26 13:40:58,negatif,0
Avive Kyuby,"['nga', 'jelassss', 'm', 'sinyal', 'ganggu']",1,2024-01-26 13:40:54,negatif,0
Watu Gogor,"['woii', 'm', 'sih', 'sinyal', 'internet', 'busuk', 'bgtudah', 'beli', 'paket', 'mahal', 'sinyall', 'ginibikin', 'rugi', 'ajalama', 'pindah', 'telkomsel']",1,2024-01-26 13:40:52,negatif,0
Ripal Maulana,"['error', 'wa', 'tidak', 'verivikasi', 'mksdnya']",2,2024-01-26 13:40:51,negatif,0
Samsol Hadi,"['iba', 'hilang', 'iya']",1,2024-01-26 13:40:50,negatif,0
Zhulaika Doank,"['apasii', 'indosat', 'jelek', 'banget', 'pagi', 'beli', 'paket', 'tidak', 'aktif']",1,2024-01-26 13:40:38,negatif,0
Dominic Savio199,"['min', 'aplikasi', 'nya', 'tidak', 'buka', 'minko', 'error', 'mulu', 'sih', 'min']",3,2024-01-26 13:40:30,negatif,0
el Syarkhan,"['ganggu', 'aneh']",1,2024-01-26 13:40:19,negatif,0
Kevin Dwi,"['aplikasi', 'gak', 'paket', 'atktifnya', 'kouta', 'aman', 'nya', 'pakai', 'paket', 'aslinyapadahal', 'gak', 'ngedaftarin', 'paket', 'nongol', 'paket']",1,2024-01-26 13:40:18,negatif,0
Rowi Indriyanto,"['keluh', 'ulas', 'alami', 'jaring', 'kadang', 'hilang', 'nunggu', 'error', 'beli', 'kuota', 'jaring', 'muncul', 'tidak', 'guna', 'internet', 'kacau', 'indosat', 'parah']",1,2024-01-26 13:40:10,negatif,0
Nadin ALby,"['haduuuh', 'jaring', 'im', 'gak', 'paket', 'gak', 'masuk', 'internet']",1,2024-01-26 13:40:10,negatif,0
Hamin Amin,"['sistem', 'im', 'error', 'dalam', 'jangka', 'sampek', 'jam', 'jam', 'sdh', 'bikin', 'rugi', 'konsumen', 'im']",1,2024-01-26 13:40:10,negatif,0
Bob Raga,"['jaring', 'indikator', 'sinyal', 'g', 'tidak', 'pakai', 'bikin', 'emosi']",1,2024-01-26 13:40:09,negatif,0
abdul aziz,"['aneh', 'nyata', 'mahal']",1,2024-01-26 13:40:04,negatif,0
Fredy rengers,['nya'],1,2024-01-26 13:39:55,negatif,0
aji purnawan,"['ellooorrr', 'teruuuss', 'gin', 'teruus', 'hampir', 'elor', 'mulu', 'wooyy', 'capek', 'muak', 'kartu', 'sim', 'g', 'kouta', 'penuh', 'eh', 'tidak', 'akses', 'internet', 'gin', 'teruuussss']",1,2024-01-26 13:39:46,negatif,0
Nur Fauzi,"['mahal', 'jaring', 'jelek', 'dekat', 'hampir', 'habis', 'kuota']",1,2024-01-26 13:39:46,negatif,0
El Mahdi,"['jaring', 'optimal', 'hilang', 'mulu', 'asam']",1,2024-01-26 13:39:30,negatif,0
Sepakat Zega,"['tidak', 'bermutupaket', 'aktif', 'poin', 'tidak', 'guna', 'hapus', 'ajah', 'layan', 'potong', 'poin', 'bego']",1,2024-01-26 13:39:22,negatif,0
Dzaka khuswa,"['sinyal', 'hilang', 'sendiripulsa', 'hilang', 'harga', 'tidak', 'kualitasgk', 'login', 'kali', 'kalidah', 'pindah']",1,2024-01-26 13:39:18,negatif,0
Zahratull Shakila,"['gmn', 'sih', 'baru', 'buknnya', 'bagus', 'mlh', 'gni', 'ganggu', 'gmn', 'sih']",3,2024-01-26 13:39:14,negatif,0
AMARAH tube,"['jaring', 'min', 'broken', 'hari']",1,2024-01-26 13:39:03,negatif,0
Ainur Rofiq,"['tidak', 'sih', 'aplikasi', 'nya']",1,2024-01-26 13:38:59,negatif,0
Ihya Ulumuddin,"['mahal', 'paket', 'nya', 'promo', 'kuota', 'gak', 'kayak', 'tambah', 'jaring', 'error', 'kecewaa']",1,2024-01-26 13:38:55,negatif,0
Rifai Ahmaadd,"['kartu', 'tidak', 'pakai', 'iya', 'internet', 'nya', 'kouta', 'utama', 'nya', 'min', 'kasih', 'solusi', 'nya', 'min', 'terima', 'kasih']",1,2024-01-26 13:38:46,negatif,0
saiful rizal,"['sinyal', 'hilang', 'mulau', 'jam', 'sayang']",1,2024-01-26 13:38:40,negatif,0
purnomo gaming,"['paket', 'mahal', 'sinyal', 'burik', 'tertawa']",1,2024-01-26 13:38:34,negatif,0
Resta Abdi01,"['sinyal', 'buruk', 'baik', 'rugi', 'paket', 'data', 'gak', 'pakai']",1,2024-01-26 13:38:32,negatif,0
Rahmat Fadilah,"['lambat', 'gangguanbikin', 'kapok']",1,2024-01-26 13:38:29,negatif,0
rudi harianto,"['kualitas', 'jelek']",2,2024-01-26 13:38:23,negatif,0
Ikaa Rsm,"['parah', 'jaring', 'hilang', 'tidak']",1,2024-01-26 13:38:21,negatif,0
Daffa ramadhan,"['kartu', 'jelek', 'main', 'game', 'ping']",1,2024-01-26 13:38:14,negatif,0
Rohmad Syamsudin,"['m', 'parah', 'ganggu', 'harga', 'paket', 'semkain', 'mohon', 'baik', 'jaring', 'sus', 'nya', 'wilayah', 'jawa', 'diskonek', 'kait', 'jaring', 'hilng']",1,2024-01-26 13:38:13,negatif,0
Nur Afifah,"['awal', 'nya', 'enak', 'jaring', 'nya', 'ter', 'putus', 'troble', 'tingkat', 'lagisaya', 'kasih', 'dulu', 'jaring', 'nya', 'mulus', 'tambahbintang', 'nya', 'terima', 'kasih', 'pke', 'wifi']",2,2024-01-26 13:38:10,negatif,0
Parta suparta,"['mahal', 'ny', 'doangjaringan', 'lagklo', 'sisa', 'pulsa', 'data', 'sedot', 'pulsanyaindosat', 'lawak', 'kecewa']",1,2024-01-26 13:37:49,negatif,0
Ferdin Cans,"['sih', 'indosat', 'gangguannyasia', 'sia', 'beli', 'kouta', 'indosat', 'ganggu']",1,2024-01-26 13:37:39,negatif,0
Intan Februari,"['lambat', 'data', 'tidak', 'guna']",1,2024-01-26 13:37:30,negatif,0
Entry GTPS,"['tidak', 'guna', 'banget', 'cek', 'kuota', 'aplikasi', 'tidak', 'cek', 'pakai', 'tidak', 'alas', 'nya', 'jaring']",1,2024-01-26 13:37:26,negatif,0
Fendi Faradana,"['lambat', 'loading']",2,2024-01-26 13:37:24,negatif,0
Kodrat Wijiisdian,"['kecewa', 'pakai', 'indosat', 'kartu', 'nyusahin', 'bikin', 'bangkrut', 'sinyal', 'susah', 'gangguangak', 'pakai', 'indosat', 'sesal', 'banget']",1,2024-01-26 13:37:16,negatif,0
muhammad reza aprilian,"['sinyal', 'gembel', 'ganggu', 'contoh', 'jam', 'ganggu', 'teman', 'anjay', 'memang']",1,2024-01-26 13:37:10,negatif,0
Karya Netizen 2,"['jaring', 'ny', 'ganggu', 'rugi']",1,2024-01-26 13:37:05,negatif,0
Ripal Pale,"['bayar', 'tagih', 'surat', 'bayar', 'tanggal', 'jatuh', 'tempo', 'tanggal', 'tidak', 'pakai']",1,2024-01-26 13:36:59,negatif,0
30 - Rafi Dallailulhasan,"['bagusmakanya', 'kasih', 'bintang']",1,2024-01-26 13:36:55,negatif,0
Frizzz jim,"['bintang', 'ku', 'kasih', 'anjapcb', 'sinyal', 'downlost', 'tidak', 'pemeberitahuan', 'tidak', 'jaga', 'beli', 'kuota', 'numpang', 'hotspot', 'teman', 'ppek']",1,2024-01-26 13:36:50,negatif,0
Adrian Suryaa,"['data', 'tidak', 'digunainpas', 'beli', 'paket', 'hemat', 'data', 'tidak', 'gunain', 'tibaabiskecewa']",1,2024-01-26 13:36:49,negatif,0
Efuel Cadel,"['hai', 'sinyal', 'baik', 'kalah', 'tetangga', 'kartu', 'tetangga', 'mahal', 'sinyal', 'tidak', 'kya', 'gin', 'parah', 'kon']",1,2024-01-26 13:36:34,negatif,0
Wiwie Winingsih,"['parah', 'im', 'suka', 'error', 'mulu', 'sinyal', 'parah', 'teruskalo', 'alih']",3,2024-01-26 13:36:26,negatif,0
Kecel Kiwa,"['indosat', 'malam', 'semarang', 'ngojekgara', 'error', 'mlh', 'tidak', 'uang', 'sekaliparahkecewa']",1,2024-01-26 13:36:09,negatif,0
NADA TILAWAH,"['oke', 'indosat', 'ente', 'kadang', 'ente', 'iya', 'kuota', 'kasih', 'diskon', 'akses', 'jaring', 'masalahnyq', 'kesini', 'bikin', 'kesel', 'guna', 'loh', 'sekali', 'ganggu', 'gak', 'cepat', 'atas', 'biar', 'guna', 'puas', 'sendiri', 'gin', 'trus', 'an', 'make', 'kartu', 'indosat', 'kayak', 'udahan', 'pindah', 'hati', 'gak', 'komplain', 'kali', 'aplikasi', 'mym', 'sini', 'gak', 'habis', 'bikin', 'guna', 'darah']",2,2024-01-26 13:36:05,negatif,0
IRO ALMI,"['indosat', 'lama', 'tidak', 'sinyal', 'maless', 'make', 'indosat']",1,2024-01-26 13:36:01,negatif,0
Edo Skuk,"['aplikasi', 'tidak']",1,2024-01-26 13:35:53,negatif,0
King Engine,"['ganggu', 'jaring', 'ganggu', 'mental']",1,2024-01-26 13:35:51,negatif,0
Tito Atmojo,"['sinyal', 'burukjaringan', 'lambat', 'malemnya', 'belikan', 'eh', 'pas', 'subuh', 'isya', 'tetep', 'gabisapeak', 'bintang', 'mampus']",1,2024-01-26 13:35:45,negatif,0
Dila-chan,"['kacau', 'kuota', 'tidak', 'pakai', 'cek', 'gb', 'tidak', 'pakai', 'aplikasi', 'buka', 'pakai', 'wifi', 'tidak', 'coba', 'ulang', 'sih', 'benar', 'kadaluarsa', 'nya', 'tanggal', 'tidak', 'pakai', 'ayolahhh', 'nya', 'baru', 'bagus', 'aplikasi', 'nya', 'baik', 'rusak', 'sedih', 'lihat', 'nya']",1,2024-01-26 13:35:30,negatif,0
Ahmad Risal,"['error', 'susah', 'masuk', 'aplikasi']",1,2024-01-26 13:35:30,negatif,0
Deni Hidayatulloh,"['aplikasi', 'tidak', 'login', 'masuk', 'wa', 'tidak', 'login']",1,2024-01-26 13:35:28,negatif,0
Ibnu Hariri,['jaring'],1,2024-01-26 13:35:20,negatif,0
Ahmad al Mahmudi,"['indosat', 'payah', 'tidak', 'uang', 'notif', 'paket', 'data', 'habis', 'daftar', 'myim', 'sulit', 'sulit', 'kan']",1,2024-01-26 13:35:10,negatif,0
ip. MAN,"['kesini', 'mahalsinyal', 'jelek', 'cek', 'pulsa', 'pakai', 'sial', 'error', 'terusbuka', 'aplikasi', 'gangguandi', 'pesan', 'wa', 'jawaba', 'nomor', 'andajelas', 'isi', 'pulsa', 'tidak']",1,2024-01-26 13:35:03,negatif,0
Andriyan bima Mashuri,"['baik', 'singalnya', 'beli', 'kouta', 'singalnya', 'jelek', 'aneh', 'anehsinyalnya', 'anehudah', 'ku', 'reeboot', 'hpnya']",1,2024-01-26 13:34:45,negatif,0
Rizky Ellya,"['indosat', 'benar', 'jelek', 'kouta', 'gb', 'kgak', 'pakai', 'aneh', 'sumpah']",1,2024-01-26 13:34:17,negatif,0
Azfan Fadillah,"['aplikasi', 'krim', 'kode', 'otp', 'krim', 'habis', 'masuk', 'aplikasi', 'g', 'massa', 'beli', 'paket', 'ggal', 'proses']",1,2024-01-26 13:34:04,negatif,0
S. Suganda,"['kuota', 'jaring', 'hubung']",1,2024-01-26 13:34:03,negatif,0
Aprianto Rizky,"['aplikasi', 'jaring', 'bagus', 'susah', 'banget', 'buka', 'bikin', 'kesel']",1,2024-01-26 13:33:56,negatif,0
Bang andri,"['why', 'is', 'your', 'jaring', 'so', 'inconsistent']",1,2024-01-26 13:33:50,negatif,0
12345 12345,"['si', 'parah', 'jam', 'gak', 'jaringgan', 'kota', 'kaouta', 'nya']",1,2024-01-26 13:33:43,negatif,0
wahyudi,"['baik', 'jaring', 'biar', 'konsumen', 'puas']",1,2024-01-26 13:33:30,negatif,0
Brama Kumbara,"['im', 'jelek', 'sinyal', 'hancur', 'sinyal', 'baik', 'baru', 'sinyal', 'burik']",1,2024-01-26 13:33:11,negatif,0
Afan Aminurdin,['error'],1,2024-01-26 13:33:07,negatif,0
Kevin Andre,['troubelnya'],1,2024-01-26 13:33:06,negatif,0
Fajar Ginanjar,"['ganggu', 'nya', 'hari', 'mantap']",1,2024-01-26 13:33:04,negatif,0
Angga Prayogi,"['m', 'ganggu', 'weh', 'bat', 'cepat', 'baik', 'sinyal', 'nya', 'wehhhh']",1,2024-01-26 13:33:02,negatif,0
Mbah Dii,"['hancur', 'indosat']",1,2024-01-26 13:32:51,negatif,0
Encang Pancong,"['suka', 'sistem', 'm', 'tidak', 'ingat', 'data', 'habis', 'auto', 'sedot', 'pulsa', 'seluler', 'buruk', 'harga', 'paket', 'mahal', 'jaring', 'nya', 'jelek', 'tidak', 'harga', 'nya']",2,2024-01-26 13:32:50,negatif,0
Septian Maengkom,"['ganggu', 'paket', 'mahal', 'sinyal', 'kocakk']",1,2024-01-26 13:32:43,negatif,0
Ahmad Romadoni,"['tidak', 'beli', 'paket', 'error']",2,2024-01-26 13:32:42,negatif,0
8C_Wijaya _30,"['jaring', 'ganggu', 'tidak', 'manfaat', 'it', 'banget']",1,2024-01-26 13:32:38,negatif,0
Pengelana,"['pakai', 'indosat', 'cobacoba', 'indosat', 'provider', 'buruk', 'pakai', 'sinyal', 'hilang', 'telkomsel', 'stabil']",1,2024-01-26 13:32:37,negatif,0
Lela Indriani,"['daftar', 'kuota', 'tidak', 'verifikasi', 'aplikasi', 'tidak', 'buka', 'reaload', 'mulu', 'pakai', 'wifi', 'jelek', 'banget', 'sistem', 'it', 'nya']",1,2024-01-26 13:32:33,negatif,0
1945_Kanneki-kun,"['woiii', 'paket', 'mahal', 'ganggu', 'mulu', 'tahun', 'pakai', 'indosat', 'kecewa', 'pindah', 'provider']",1,2024-01-26 13:32:33,negatif,0
Andrian abdul Rohman,"['asa', 'ganggu', 'mulu', 'hadeh']",1,2024-01-26 13:32:23,negatif,0
Hendra Kusuma,"['beli', 'paket', 'tidak', 'pakai', 'tidak']",1,2024-01-26 13:32:21,negatif,0
Muhammad Rasya,"['parah', 'iya', 'jaring', 'nya', 'beli', 'langgan', 'lambat', 'rugi', 'dongg']",1,2024-01-26 13:31:50,negatif,0
Endyk Listiawan,"['pagi', 'sampek', 'malam', 'indosat', 'buruk', 'provedernya', 'mohon', 'baik', 'layan', 'nya']",1,2024-01-26 13:31:47,negatif,0
Qiii Naa,"['ganggu', 'tidak', 'masuk']",1,2024-01-26 13:31:31,negatif,0
Izz Izz,"['astaghfirullah', 'ganggu', 'gak', 'internet', 'nyaa']",2,2024-01-26 13:31:21,negatif,0
Ilham Ferdiansyah,"['parah', 'provider']",1,2024-01-26 13:31:20,negatif,0
marianus papuse,"['bng', 'jaring', 'lambat', 'kuota', 'laku', 'lamah']",1,2024-01-26 13:31:17,negatif,0
Mum Faridah,"['sinyal', 'ganggu', 'mulu']",1,2024-01-26 13:31:11,negatif,0
alvin angara,"['ganggu', 'sayang', 'kuota', 'mah', 'mahal', 'paket', 'nya', 'habis', 'kuota', 'sisa', 'kan', 'rugi']",1,2024-01-26 13:31:08,negatif,0
ϻєZєทк࿐,"['ampas', 'ganggu', 'mulu']",1,2024-01-26 13:31:08,negatif,0
Hadi Prayitno,"['jaring', 'm', 'daerah', 'cicadas', 'bandung', 'gangguansudah', 'coba', 'on', 'mati', 'tetapmode', 'pesawat', 'jaring', 'gangguangimana', 'haduh']",1,2024-01-26 13:31:06,negatif,0
Syaeffull Rahadiansyah,"['baru', 'tidak', 'buka', 'kacau']",1,2024-01-26 13:30:47,negatif,0
Ruslani Rualani,"['internet', 'lemooot', 'ampun', 'dahhancuuurrr', 'pupus', 'harap', 'im', 'benahin', 'bossdi', 'pulsa', 'hilang', 'gak', 'paket', 'langgan', 'panjang', 'otomatis', 'pinjam', 'pulsa', 'darurat', 'bayar', 'mana', 'sisa', 'pulsa', 'hilang', 'misterius', 'aneh', 'bangetkacauuuuuu']",1,2024-01-26 13:30:17,negatif,0
Rafsya _putra,"['maksud', 'kuota', 'gb', 'tidak', 'pakai']",1,2024-01-26 13:30:17,negatif,0
Put put put,"['sinyal', 'indosat', 'mkin', 'parah', 'ganggu', 'baik', 'kouta']",2,2024-01-26 13:30:07,negatif,0
muhammad Anam,"['indosat', 'terobel', 'terobel', 'kantor', 'kerja', 'gak', 'sih']",1,2024-01-26 13:29:48,negatif,0
Nurshohib alfaqih,"['baik', 'jaring', 'nya', 'ganggu']",3,2024-01-26 13:29:47,negatif,0
Malika,"['jaring', 'nya', 'ilang an']",1,2024-01-26 13:29:44,negatif,0
Brabai Bbar,"['sesal', 'beli', 'paket', 'mym', 'jaring', 'nya', 'ganggu', 'mulu', 'pas', 'cek', 'paket', 'tidak', 'buka', 'aplikasi', 'nya', 'cek', 'paket']",1,2024-01-26 13:29:39,negatif,0
Chelsea Kurniawan,"['jaring', 'nya', 'tolol', 'najis', 'beli', 'pakai', 'simpati']",1,2024-01-26 13:29:35,negatif,0
Syukur Hulu,"['paket', 'indosat', 'gc', 'akses']",1,2024-01-26 13:29:31,negatif,0
Kazu Haya,"['lumayan', 'ganggu', 'indosat', 'hampir', 'tidak', 'alami', 'ganggu', 'harga', 'nya', 'tingkat', 'ganggu', 'tingkat', 'tolong', 'pikir', 'naik', 'harga', 'kualitas', 'naik', 'respon', 'terima', 'kasih']",3,2024-01-26 13:29:26,negatif,0
Jonathan Timotius,"['aplikasi', 'im', 'nya', 'tidak', 'buka', 'error', 'mulu', 'pas', 'cek', 'data', 'tidak', 'ganggu', 'tidak', 'pakai', 'data', 'ganggu', 'baik', 'beli', 'tidak', 'guna']",1,2024-01-26 13:29:24,negatif,0
Zemy Sufianto,"['m', 'jaring', 'kayak', 'babi', 'jngan', 'pakai', 'm']",1,2024-01-26 13:29:13,negatif,0
Sport 99,"['sinyal', 'hilang', 'hilang']",1,2024-01-26 13:29:12,negatif,0
Muhammad rizky Alfatan,"['tidak', 'buka', 'baru']",1,2024-01-26 13:29:06,negatif,0
Realme Ceduasatuye,"['parah', 'indosat', 'beli', 'paket', 'tau', 'tidak', 'dipake', 'indra', 'tidak', 'indra', 'bug', 'dasar', 'tidak', 'anjing', 'indosat']",1,2024-01-26 13:29:01,negatif,0
ardi yanto,"['m', 'sinyal', 'buruk', 'tulis', 'g', 'wa', 'susah', 'leduk', 'tuh', 'tower', 'm']",1,2024-01-26 13:28:57,negatif,0
Rio Alexander,"['paket', 'mahal', 'kualitas', 'sinyal', 'buruk']",1,2024-01-26 13:28:49,negatif,0
Iskandar Ghoiz,"['buruuuk', 'ajh', 'sore', 'nitambaahhh', 'annccuuuurrrrtambah', 'buruukkoneksi', 'g', 'buruuk', 'bangeettbangeeetttga', 'guna', 'beli', 'paket', 'jaring', 'erroooorrr', 'truussss', 'ubah', 'hancur', 'errooorr', 'uuuh', 'kacau', 'imtambah', 'ancuur', 'jaring', 'ancuurrrancuurr', 'ancuurr', 'berjsm', 'ade', 'niihh']",1,2024-01-26 13:28:48,negatif,0
HADINAUFAL,"['jaring', 'buruk', 'sat']",1,2024-01-26 13:28:40,negatif,0
Roy Mansur,"['smkin', 'baru', 'jelek', 'niih', 'aplikasisetiap', 'buka', 'aplikasi', 'g', 'bukadasar', 'iya', 'aplikasi', 'baja']",1,2024-01-26 13:28:36,negatif,0
Muhtar Harir,"['bukan', 'nambah', 'bagus', 'nambah', 'bobrok', 'iya', 'login', 'susah', 'sinyal', 'nya']",1,2024-01-26 13:28:18,negatif,0
Ikhsan Zulfikar,"['merger', 'bukan', 'bagus', 'hancur', 'sinyal', 'payah', 'rumah', 'daerah', 'kota']",1,2024-01-26 13:28:17,negatif,0
fitri yhajar,"['paketin', 'kouta', 'tidak', 'gunain', 'sayang', 'gb', 'wa', 'indosat', 'nya', 'kartu', 'tidak', 'terivikasi', 'sih', 'min']",3,2024-01-26 13:28:01,negatif,0
Andikabayu Prasetyo,"['ganggu', 'tidak', 'kunjung', 'reda', 'beli', 'paket', 'tidak', 'pakaihanya', 'buang', 'buang', 'uang', 'kecewa', 'pakai', 'kartu', 'indosat', 'kendala', 'jaring', 'tidak', 'baik']",1,2024-01-26 13:27:44,negatif,0
DAMAR SETIADI,"['indosat', 'ganggu']",1,2024-01-26 13:27:43,negatif,0
maji ngayak,"['jaring', 'gampang']",1,2024-01-26 13:27:31,negatif,0
Rizki Muhammad fadilah,"['dahh', 'ny', 'g', 'daftar', 'pdh', 'siang', 'mah', 'aman']",1,2024-01-26 13:27:29,negatif,0
Donn,"['kertu', 'bau', 'menek']",1,2024-01-26 13:27:24,negatif,0
Aditya Saputra,"['jaring', 'hilang', 'mulu']",1,2024-01-26 13:27:23,negatif,0
Krisna Gumilarr,"['login', 'ribet', 'banget', 'kode', 'otp', 'tungguin', 'tidak', 'masuk', 'masuk', 'gilir', 'ganti', 'otp', 'masuk', 'beli', 'kuota', 'gb', 'aktif', 'kartu', 'habis', 'gin', 'cara', 'pindah', 'kartu', 'biar', 'tidak', 'ribet']",1,2024-01-26 13:27:18,negatif,0
Dhika Surya,"['indosat', 'ganggu', 'agak', 'cepat', 'tengkar', 'adik', 'gara', 'sinyal', 'lambat', 'putus', 'ganggu', 'tidak']",3,2024-01-26 13:27:06,negatif,0
chevle bangor,"['sinyal', 'lambat']",1,2024-01-26 13:27:05,negatif,0
M Ilham Maulana,"['sinyal', 'lampung', 'timur', 'desa', 'merbo', 'susah', 'enak', 'enak', 'sinyal', 'woy']",1,2024-01-26 13:27:04,negatif,0
Ari Falahuddin,"['bodoh', 'jaring', 'lambat', 'bug', 'mulu', 'jaring', 'cmn', 'tidak', 'pakaieror', 'tidak']",1,2024-01-26 13:27:03,negatif,0
febina indah tiara dewi,"['burikkkkkk', 'bangetttttt', 'kesini', 'gamau', 'langgan']",1,2024-01-26 13:27:02,negatif,0
neo gavin,"['beli', 'kuota', 'myim', 'gb', 'g', 'dipakaiemejingggbeli', 'kuota', 'bisayg', 'e', 'hangus', 'indiratidak', 'membantuuu', 'edit', 'sekian', 'kali', 'performa', 'burukkk']",1,2024-01-26 13:26:56,negatif,0
Dede Rahmat,"['jaring', 'nya', 'baik', 'lagiii']",2,2024-01-26 13:26:54,negatif,0
Jhasica,"['ganggu', 'jaring']",1,2024-01-26 13:26:47,negatif,0
Raihan Sptra2710,"['enda', 'masuk', 'jaring', 'nya', 'jelek']",1,2024-01-26 13:26:46,negatif,0
hmd arf,"['admin', 'sinyal', 'hilang', 'nya', 'sinyal', 'indosat', 'hilang', 'kira', 'harus', 'nya', 'ubah', 'kait', 'sinyal', 'banget', 'sinyal', 'hilang', 'harap', 'tangan', 'cepat', 'nya']",1,2024-01-26 13:26:42,negatif,0
Ismangil H,"['jaring', 'phan', 'jelek', 'kuota', 'mahal', 'masalah']",1,2024-01-26 13:26:41,negatif,0
Eni Anggraeny,"['sih', 'im', 'aplikasi', 'gak', 'buka', 'internet', 'ganggu', 'coba', 'pakai', 'wifi', 'aplikasi', 'gak', 'buka', 'harga', 'internet', 'kecewa']",2,2024-01-26 13:26:36,negatif,0
Adearusman Arusman,"['indosat', 'bukan', 'bagus', 'jelek', 'pakai', 'indosat', 'ganti']",1,2024-01-26 13:26:24,negatif,0
Dimas putra Almiraj,"['indosat', 'taiiiisering', 'ganggu']",1,2024-01-26 13:26:19,negatif,0
Agil Sapikri,"['pas', 'beli', 'paket', 'my', 'im', 'tidak', 'guna', 'paket', 'beli', 'kayak', 'bagus', 'bagus']",1,2024-01-26 13:26:17,negatif,0
Abieeyz,"['suka', 'masalah', 'isi', 'pulsa', 'beli', 'paket', 'myim', 'heuu', 'suka', 'lambat', 'masalah']",3,2024-01-26 13:26:10,negatif,0
Widagdo Dri wahyoko,"['indosat', 'gak', 'pulsa', 'gb', 'tidak', 'internet']",1,2024-01-26 13:25:50,negatif,0
Deni Suntoro,"['sinyal', 'buruk', 'pas', 'jam', 'butuh', 'tidak', 'niat', 'mati', 'sinyal', 'mulu']",1,2024-01-26 13:25:43,negatif,0
Farhan Alfani,"['huh', 'kartu', 'dongo', 'tidak', 'angin', 'tidak', 'hujan', 'ikang', 'mulu', 'sinyal', 'nya', 'kontl']",1,2024-01-26 13:25:39,negatif,0
Teddy setiadi,"['benerin', 'gak', 'fungsi', 'error', 'gak', 'error']",1,2024-01-26 13:25:32,negatif,0
Sur Yana,"['indosat', 'error', 'baik', 'operator', 'tidak', 'buka', 'internet', 'sosial', 'media']",2,2024-01-26 13:25:31,negatif,0
Faisal Muhamad,"['coba', 'login', 'susah', 'tidak', 'pakai', 'indosat']",1,2024-01-26 13:25:26,negatif,0
Haredang Panas,"['ganggu', 'dark', 'sistem']",1,2024-01-26 13:25:25,negatif,0
Verawati Ningtias,['gak'],1,2024-01-26 13:25:15,negatif,0
23. RAFIF RAAIDAN Al FARREL,"['ganggu', 'mulu', 'bajingannnnn']",1,2024-01-26 13:25:13,negatif,0
24. Naufal Nur Maulana,"['jaring', 'lambat']",2,2024-01-26 13:25:11,negatif,0
Sona Rizky,"['indosat', 'sarap', 'sinyal', 'nyh', 'hilang', 'kerja', 'hilang', 'sinyal']",1,2024-01-26 13:25:08,negatif,0
Ari Anggara,"['sinyal', 'ganggu', 'mulu', 'paket', 'kuota', 'mahal', 'harga', 'segitu', 'telkomsel', 'sinyal', 'kencang', 'gak', 'ganggu']",1,2024-01-26 13:25:07,negatif,0
Roma 77,"['woi', 'ganggu', 'teruslama', 'benar', 'ganggu', 'nya']",1,2024-01-26 13:24:58,negatif,0
